groupId,keywords
ACLU12_test,"snowden, pardon, disclosur, obama, surveil, editori, whistleblow, post, privaci, opinion, misconcept, amnesti, let, gellman, falsehood, sullivan, editor, paper, watch, statement"
MalcolmX-ADeclarationofIndependence_test,"malcolm, negro, mosqu, solut, muhammad, inc, muslim, statement, too, ourselv, solv, victim, uniti, job, shall, will, should, divin, think, black"
journal.02.06.10_train,"princess, matchabelli, meher, master, usa, baba, princ, spiritu, norina, miracl, stay, met, someon, perfumeri, remark, pantomim, discipl, reviv, fulli, personifi"
piper2k 3-5-00_train,"timothi, scriptur, vers, exult, sacr, bibl, christ, persecut, say, stay, forward, learn, taught, abid, whi, want, god, proceed, childhood, thing"
journal_1_2-11_test,"conscious, teresa, baba, love, finer, soul, awaken, hidden, grave, dear, seem, add, inner, agoni, journey, away, aspect, daughter, memori, felt"
overcoming-lifes-problems-steve-shepherd-sermon-on-endurance-32141.asp_test,"want, christ, don, overcom, get, pain, ill, car, said, say, jude, ourselv, stay, must, faith, yourselv, thing, wrong, bibl, preacher"
721.html_test,"worker, maurin, unemploy, better, peter, remedi, anarchist, subsidiar, emphasi, labor, spite, opposit, ourselv, shorter, cathol, salari, pacifist, strengthen, pilgrimag, clarif"
imagining-past_test,"yizkor, moment, passov, judgment, memori, reconstruct, imagin, recal, ask, festiv, historian, must, love, mitzvah, seder, rememb, round, imperfect, poster, exodus"
836.html_train,"ask, stay, worker, destitut, say, want, pleas, bad, elia, servant, boweri, semiannu, clean, guest, dirti, keep, hospit, too, repeat, paper"
WestboroBaptist_Sermon_20150906.pdf_test,"shall, unto, revel, vision, christ, isaiah, creatur, wit, merci, passag, glori, ezekiel, lip, let, seraphim, face, lord, forth, midst, cherubim"
transcript_zechariah_5.html_train,"babylon, say, whore, bibl, talk, woman, swear, unto, let, shall, beast, get, think, whi, jerusalem, fals, ephah, wicked, look, lot"
"2006-04-09 Jesus, Rev. Mark Belletini.PDF_train","jesus, say, opinion, johnson, justic, ohio, pastor, seem, gospel, stake, sure, everyon, tri, too, savior, tell, caesar, silenc, whi, know"
WestboroBaptist_Sermon_20150927.pdf_train,"chariti, love, belov, cor, afflict, thing, sick, duti, unto, god, someon, shall, should, christ, thee, weak, say, lord, give, bless"
