,C,epsilon,kernel,degree,coef,accuracy
518,0.05,0.05,poly,4,2,0.8061224489795918
519,0.05,0.05,poly,4,3,0.8061224489795918
520,0.05,0.05,rbf,0,0,0.6836734693877551
521,0.05,0.05,rbf,0,1,0.6836734693877551
522,0.05,0.05,rbf,0,2,0.6836734693877551
523,0.05,0.05,rbf,0,3,0.6836734693877551
524,0.05,0.05,rbf,1,0,0.6836734693877551
525,0.05,0.05,rbf,1,1,0.6836734693877551
526,0.05,0.05,rbf,1,2,0.6836734693877551
527,0.05,0.05,rbf,1,3,0.6836734693877551
528,0.05,0.05,rbf,2,0,0.6836734693877551
529,0.05,0.05,rbf,2,1,0.6836734693877551
530,0.05,0.05,rbf,2,2,0.6836734693877551
531,0.05,0.05,rbf,2,3,0.6836734693877551
532,0.05,0.05,rbf,3,0,0.6836734693877551
533,0.05,0.05,rbf,3,1,0.6836734693877551
534,0.05,0.05,rbf,3,2,0.6836734693877551
535,0.05,0.05,rbf,3,3,0.6836734693877551
536,0.05,0.05,rbf,4,0,0.6836734693877551
537,0.05,0.05,rbf,4,1,0.6836734693877551
538,0.05,0.05,rbf,4,2,0.6836734693877551
539,0.05,0.05,rbf,4,3,0.6836734693877551
540,0.05,0.05,sigmoid,0,0,0.6632653061224489
541,0.05,0.05,sigmoid,0,1,0.6632653061224489
542,0.05,0.05,sigmoid,0,2,0.6632653061224489
543,0.05,0.05,sigmoid,0,3,0.6632653061224489
544,0.05,0.05,sigmoid,1,0,0.6632653061224489
545,0.05,0.05,sigmoid,1,1,0.6632653061224489
546,0.05,0.05,sigmoid,1,2,0.6632653061224489
547,0.05,0.05,sigmoid,1,3,0.6632653061224489
548,0.05,0.05,sigmoid,2,0,0.6632653061224489
549,0.05,0.05,sigmoid,2,1,0.6632653061224489
550,0.05,0.05,sigmoid,2,2,0.6632653061224489
551,0.05,0.05,sigmoid,2,3,0.6632653061224489
552,0.05,0.05,sigmoid,3,0,0.6632653061224489
553,0.05,0.05,sigmoid,3,1,0.6632653061224489
554,0.05,0.05,sigmoid,3,2,0.6632653061224489
555,0.05,0.05,sigmoid,3,3,0.6632653061224489
556,0.05,0.05,sigmoid,4,0,0.6632653061224489
557,0.05,0.05,sigmoid,4,1,0.6632653061224489
558,0.05,0.05,sigmoid,4,2,0.6632653061224489
559,0.05,0.05,sigmoid,4,3,0.6632653061224489
560,0.05,0.1,linear,0,0,0.7346938775510204
561,0.05,0.1,linear,0,1,0.7346938775510204
562,0.05,0.1,linear,0,2,0.7346938775510204
563,0.05,0.1,linear,0,3,0.7346938775510204
564,0.05,0.1,linear,1,0,0.7346938775510204
565,0.05,0.1,linear,1,1,0.7346938775510204
566,0.05,0.1,linear,1,2,0.7346938775510204
567,0.05,0.1,linear,1,3,0.7346938775510204
568,0.05,0.1,linear,2,0,0.7346938775510204
569,0.05,0.1,linear,2,1,0.7346938775510204
570,0.05,0.1,linear,2,2,0.7346938775510204
571,0.05,0.1,linear,2,3,0.7346938775510204
572,0.05,0.1,linear,3,0,0.7346938775510204
573,0.05,0.1,linear,3,1,0.7346938775510204
574,0.05,0.1,linear,3,2,0.7346938775510204
575,0.05,0.1,linear,3,3,0.7346938775510204
576,0.05,0.1,linear,4,0,0.7346938775510204
577,0.05,0.1,linear,4,1,0.7346938775510204
578,0.05,0.1,linear,4,2,0.7346938775510204
579,0.05,0.1,linear,4,3,0.7346938775510204
580,0.05,0.1,poly,0,0,0.6632653061224489
581,0.05,0.1,poly,0,1,0.6632653061224489
582,0.05,0.1,poly,0,2,0.6632653061224489
583,0.05,0.1,poly,0,3,0.6632653061224489
584,0.05,0.1,poly,1,0,0.7244897959183674
585,0.05,0.1,poly,1,1,0.7244897959183674
586,0.05,0.1,poly,1,2,0.7244897959183674
587,0.05,0.1,poly,1,3,0.7244897959183674
588,0.05,0.1,poly,2,0,0.7244897959183674
589,0.05,0.1,poly,2,1,0.7244897959183674
590,0.05,0.1,poly,2,2,0.7448979591836735
591,0.05,0.1,poly,2,3,0.7448979591836735
592,0.05,0.1,poly,3,0,0.7244897959183674
593,0.05,0.1,poly,3,1,0.7653061224489796
594,0.05,0.1,poly,3,2,0.7755102040816326
595,0.05,0.1,poly,3,3,0.7755102040816326
596,0.05,0.1,poly,4,0,0.7142857142857143
597,0.05,0.1,poly,4,1,0.7755102040816326
598,0.05,0.1,poly,4,2,0.8061224489795918
599,0.05,0.1,poly,4,3,0.8061224489795918
600,0.05,0.1,rbf,0,0,0.7040816326530612
601,0.05,0.1,rbf,0,1,0.7040816326530612
602,0.05,0.1,rbf,0,2,0.7040816326530612
603,0.05,0.1,rbf,0,3,0.7040816326530612
604,0.05,0.1,rbf,1,0,0.7040816326530612
605,0.05,0.1,rbf,1,1,0.7040816326530612
606,0.05,0.1,rbf,1,2,0.7040816326530612
607,0.05,0.1,rbf,1,3,0.7040816326530612
608,0.05,0.1,rbf,2,0,0.7040816326530612
609,0.05,0.1,rbf,2,1,0.7040816326530612
610,0.05,0.1,rbf,2,2,0.7040816326530612
611,0.05,0.1,rbf,2,3,0.7040816326530612
612,0.05,0.1,rbf,3,0,0.7040816326530612
613,0.05,0.1,rbf,3,1,0.7040816326530612
614,0.05,0.1,rbf,3,2,0.7040816326530612
615,0.05,0.1,rbf,3,3,0.7040816326530612
616,0.05,0.1,rbf,4,0,0.7040816326530612
617,0.05,0.1,rbf,4,1,0.7040816326530612
618,0.05,0.1,rbf,4,2,0.7040816326530612
619,0.05,0.1,rbf,4,3,0.7040816326530612
620,0.05,0.1,sigmoid,0,0,0.6632653061224489
621,0.05,0.1,sigmoid,0,1,0.6632653061224489
622,0.05,0.1,sigmoid,0,2,0.6632653061224489
623,0.05,0.1,sigmoid,0,3,0.6632653061224489
624,0.05,0.1,sigmoid,1,0,0.6632653061224489
625,0.05,0.1,sigmoid,1,1,0.6632653061224489
626,0.05,0.1,sigmoid,1,2,0.6632653061224489
627,0.05,0.1,sigmoid,1,3,0.6632653061224489
628,0.05,0.1,sigmoid,2,0,0.6632653061224489
629,0.05,0.1,sigmoid,2,1,0.6632653061224489
630,0.05,0.1,sigmoid,2,2,0.6632653061224489
631,0.05,0.1,sigmoid,2,3,0.6632653061224489
632,0.05,0.1,sigmoid,3,0,0.6632653061224489
633,0.05,0.1,sigmoid,3,1,0.6632653061224489
634,0.05,0.1,sigmoid,3,2,0.6632653061224489
635,0.05,0.1,sigmoid,3,3,0.6632653061224489
636,0.05,0.1,sigmoid,4,0,0.6632653061224489
637,0.05,0.1,sigmoid,4,1,0.6632653061224489
638,0.05,0.1,sigmoid,4,2,0.6632653061224489
639,0.05,0.1,sigmoid,4,3,0.6632653061224489
640,0.05,0.5,linear,0,0,0.7346938775510204
641,0.05,0.5,linear,0,1,0.7346938775510204
642,0.05,0.5,linear,0,2,0.7346938775510204
643,0.05,0.5,linear,0,3,0.7346938775510204
644,0.05,0.5,linear,1,0,0.7346938775510204
645,0.05,0.5,linear,1,1,0.7346938775510204
646,0.05,0.5,linear,1,2,0.7346938775510204
647,0.05,0.5,linear,1,3,0.7346938775510204
648,0.05,0.5,linear,2,0,0.7346938775510204
649,0.05,0.5,linear,2,1,0.7346938775510204
650,0.05,0.5,linear,2,2,0.7346938775510204
651,0.05,0.5,linear,2,3,0.7346938775510204
652,0.05,0.5,linear,3,0,0.7346938775510204
653,0.05,0.5,linear,3,1,0.7346938775510204
654,0.05,0.5,linear,3,2,0.7346938775510204
655,0.05,0.5,linear,3,3,0.7346938775510204
656,0.05,0.5,linear,4,0,0.7346938775510204
657,0.05,0.5,linear,4,1,0.7346938775510204
658,0.05,0.5,linear,4,2,0.7346938775510204
659,0.05,0.5,linear,4,3,0.7346938775510204
660,0.05,0.5,poly,0,0,0.6632653061224489
661,0.05,0.5,poly,0,1,0.6632653061224489
662,0.05,0.5,poly,0,2,0.6632653061224489
663,0.05,0.5,poly,0,3,0.6632653061224489
664,0.05,0.5,poly,1,0,0.7244897959183674
665,0.05,0.5,poly,1,1,0.7244897959183674
666,0.05,0.5,poly,1,2,0.7244897959183674
667,0.05,0.5,poly,1,3,0.7244897959183674
668,0.05,0.5,poly,2,0,0.7346938775510204
669,0.05,0.5,poly,2,1,0.7448979591836735
670,0.05,0.5,poly,2,2,0.7448979591836735
671,0.05,0.5,poly,2,3,0.7448979591836735
672,0.05,0.5,poly,3,0,0.7244897959183674
673,0.05,0.5,poly,3,1,0.7653061224489796
674,0.05,0.5,poly,3,2,0.8061224489795918
675,0.05,0.5,poly,3,3,0.7959183673469388
676,0.05,0.5,poly,4,0,0.7346938775510204
677,0.05,0.5,poly,4,1,0.7755102040816326
678,0.05,0.5,poly,4,2,0.7959183673469388
679,0.05,0.5,poly,4,3,0.8163265306122449
680,0.05,0.5,rbf,0,0,0.7346938775510204
681,0.05,0.5,rbf,0,1,0.7346938775510204
682,0.05,0.5,rbf,0,2,0.7346938775510204
683,0.05,0.5,rbf,0,3,0.7346938775510204
684,0.05,0.5,rbf,1,0,0.7346938775510204
685,0.05,0.5,rbf,1,1,0.7346938775510204
686,0.05,0.5,rbf,1,2,0.7346938775510204
687,0.05,0.5,rbf,1,3,0.7346938775510204
688,0.05,0.5,rbf,2,0,0.7346938775510204
689,0.05,0.5,rbf,2,1,0.7346938775510204
690,0.05,0.5,rbf,2,2,0.7346938775510204
691,0.05,0.5,rbf,2,3,0.7346938775510204
692,0.05,0.5,rbf,3,0,0.7346938775510204
693,0.05,0.5,rbf,3,1,0.7346938775510204
694,0.05,0.5,rbf,3,2,0.7346938775510204
695,0.05,0.5,rbf,3,3,0.7346938775510204
696,0.05,0.5,rbf,4,0,0.7346938775510204
697,0.05,0.5,rbf,4,1,0.7346938775510204
698,0.05,0.5,rbf,4,2,0.7346938775510204
699,0.05,0.5,rbf,4,3,0.7346938775510204
700,0.05,0.5,sigmoid,0,0,0.6632653061224489
701,0.05,0.5,sigmoid,0,1,0.6632653061224489
702,0.05,0.5,sigmoid,0,2,0.6632653061224489
703,0.05,0.5,sigmoid,0,3,0.6632653061224489
704,0.05,0.5,sigmoid,1,0,0.6632653061224489
705,0.05,0.5,sigmoid,1,1,0.6632653061224489
706,0.05,0.5,sigmoid,1,2,0.6632653061224489
707,0.05,0.5,sigmoid,1,3,0.6632653061224489
708,0.05,0.5,sigmoid,2,0,0.6632653061224489
709,0.05,0.5,sigmoid,2,1,0.6632653061224489
710,0.05,0.5,sigmoid,2,2,0.6632653061224489
711,0.05,0.5,sigmoid,2,3,0.6632653061224489
712,0.05,0.5,sigmoid,3,0,0.6632653061224489
713,0.05,0.5,sigmoid,3,1,0.6632653061224489
714,0.05,0.5,sigmoid,3,2,0.6632653061224489
715,0.05,0.5,sigmoid,3,3,0.6632653061224489
716,0.05,0.5,sigmoid,4,0,0.6632653061224489
717,0.05,0.5,sigmoid,4,1,0.6632653061224489
718,0.05,0.5,sigmoid,4,2,0.6632653061224489
719,0.05,0.5,sigmoid,4,3,0.6632653061224489
720,0.05,1.0,linear,0,0,0.7244897959183674
721,0.05,1.0,linear,0,1,0.7244897959183674
722,0.05,1.0,linear,0,2,0.7244897959183674
723,0.05,1.0,linear,0,3,0.7244897959183674
724,0.05,1.0,linear,1,0,0.7244897959183674
725,0.05,1.0,linear,1,1,0.7244897959183674
726,0.05,1.0,linear,1,2,0.7244897959183674
727,0.05,1.0,linear,1,3,0.7244897959183674
728,0.05,1.0,linear,2,0,0.7244897959183674
729,0.05,1.0,linear,2,1,0.7244897959183674
730,0.05,1.0,linear,2,2,0.7244897959183674
731,0.05,1.0,linear,2,3,0.7244897959183674
732,0.05,1.0,linear,3,0,0.7244897959183674
733,0.05,1.0,linear,3,1,0.7244897959183674
734,0.05,1.0,linear,3,2,0.7244897959183674
735,0.05,1.0,linear,3,3,0.7244897959183674
736,0.05,1.0,linear,4,0,0.7244897959183674
737,0.05,1.0,linear,4,1,0.7244897959183674
738,0.05,1.0,linear,4,2,0.7244897959183674
739,0.05,1.0,linear,4,3,0.7244897959183674
740,0.05,1.0,poly,0,0,0.030612244897959183
741,0.05,1.0,poly,0,1,0.030612244897959183
742,0.05,1.0,poly,0,2,0.030612244897959183
743,0.05,1.0,poly,0,3,0.030612244897959183
744,0.05,1.0,poly,1,0,0.7142857142857143
745,0.05,1.0,poly,1,1,0.7142857142857143
746,0.05,1.0,poly,1,2,0.7142857142857143
747,0.05,1.0,poly,1,3,0.7142857142857143
748,0.05,1.0,poly,2,0,0.6836734693877551
749,0.05,1.0,poly,2,1,0.7448979591836735
750,0.05,1.0,poly,2,2,0.7040816326530612
751,0.05,1.0,poly,2,3,0.7040816326530612
752,0.05,1.0,poly,3,0,0.7040816326530612
753,0.05,1.0,poly,3,1,0.7346938775510204
754,0.05,1.0,poly,3,2,0.7448979591836735
755,0.05,1.0,poly,3,3,0.7551020408163265
756,0.05,1.0,poly,4,0,0.7040816326530612
757,0.05,1.0,poly,4,1,0.7142857142857143
758,0.05,1.0,poly,4,2,0.7448979591836735
759,0.05,1.0,poly,4,3,0.7959183673469388
760,0.05,1.0,rbf,0,0,0.6938775510204082
761,0.05,1.0,rbf,0,1,0.6938775510204082
762,0.05,1.0,rbf,0,2,0.6938775510204082
763,0.05,1.0,rbf,0,3,0.6938775510204082
764,0.05,1.0,rbf,1,0,0.6938775510204082
765,0.05,1.0,rbf,1,1,0.6938775510204082
766,0.05,1.0,rbf,1,2,0.6938775510204082
767,0.05,1.0,rbf,1,3,0.6938775510204082
768,0.05,1.0,rbf,2,0,0.6938775510204082
769,0.05,1.0,rbf,2,1,0.6938775510204082
770,0.05,1.0,rbf,2,2,0.6938775510204082
771,0.05,1.0,rbf,2,3,0.6938775510204082
772,0.05,1.0,rbf,3,0,0.6938775510204082
773,0.05,1.0,rbf,3,1,0.6938775510204082
774,0.05,1.0,rbf,3,2,0.6938775510204082
775,0.05,1.0,rbf,3,3,0.6938775510204082
776,0.05,1.0,rbf,4,0,0.6938775510204082
777,0.05,1.0,rbf,4,1,0.6938775510204082
778,0.05,1.0,rbf,4,2,0.6938775510204082
779,0.05,1.0,rbf,4,3,0.6938775510204082
780,0.05,1.0,sigmoid,0,0,0.030612244897959183
781,0.05,1.0,sigmoid,0,1,0.030612244897959183
782,0.05,1.0,sigmoid,0,2,0.030612244897959183
783,0.05,1.0,sigmoid,0,3,0.030612244897959183
784,0.05,1.0,sigmoid,1,0,0.030612244897959183
785,0.05,1.0,sigmoid,1,1,0.030612244897959183
786,0.05,1.0,sigmoid,1,2,0.030612244897959183
787,0.05,1.0,sigmoid,1,3,0.030612244897959183
788,0.05,1.0,sigmoid,2,0,0.030612244897959183
789,0.05,1.0,sigmoid,2,1,0.030612244897959183
790,0.05,1.0,sigmoid,2,2,0.030612244897959183
791,0.05,1.0,sigmoid,2,3,0.030612244897959183
792,0.05,1.0,sigmoid,3,0,0.030612244897959183
793,0.05,1.0,sigmoid,3,1,0.030612244897959183
794,0.05,1.0,sigmoid,3,2,0.030612244897959183
795,0.05,1.0,sigmoid,3,3,0.030612244897959183
796,0.05,1.0,sigmoid,4,0,0.030612244897959183
797,0.05,1.0,sigmoid,4,1,0.030612244897959183
798,0.05,1.0,sigmoid,4,2,0.030612244897959183
799,0.05,1.0,sigmoid,4,3,0.030612244897959183
800,0.1,0.01,linear,0,0,0.7346938775510204
801,0.1,0.01,linear,0,1,0.7346938775510204
802,0.1,0.01,linear,0,2,0.7346938775510204
803,0.1,0.01,linear,0,3,0.7346938775510204
804,0.1,0.01,linear,1,0,0.7346938775510204
805,0.1,0.01,linear,1,1,0.7346938775510204
806,0.1,0.01,linear,1,2,0.7346938775510204
807,0.1,0.01,linear,1,3,0.7346938775510204
808,0.1,0.01,linear,2,0,0.7346938775510204
809,0.1,0.01,linear,2,1,0.7346938775510204
810,0.1,0.01,linear,2,2,0.7346938775510204
811,0.1,0.01,linear,2,3,0.7346938775510204
812,0.1,0.01,linear,3,0,0.7346938775510204
813,0.1,0.01,linear,3,1,0.7346938775510204
814,0.1,0.01,linear,3,2,0.7346938775510204
815,0.1,0.01,linear,3,3,0.7346938775510204
816,0.1,0.01,linear,4,0,0.7346938775510204
817,0.1,0.01,linear,4,1,0.7346938775510204
818,0.1,0.01,linear,4,2,0.7346938775510204
819,0.1,0.01,linear,4,3,0.7346938775510204
820,0.1,0.01,poly,0,0,0.6632653061224489
821,0.1,0.01,poly,0,1,0.6632653061224489
822,0.1,0.01,poly,0,2,0.6632653061224489
823,0.1,0.01,poly,0,3,0.6632653061224489
824,0.1,0.01,poly,1,0,0.7244897959183674
825,0.1,0.01,poly,1,1,0.7244897959183674
826,0.1,0.01,poly,1,2,0.7244897959183674
827,0.1,0.01,poly,1,3,0.7244897959183674
828,0.1,0.01,poly,2,0,0.7244897959183674
829,0.1,0.01,poly,2,1,0.7448979591836735
830,0.1,0.01,poly,2,2,0.7448979591836735
831,0.1,0.01,poly,2,3,0.7448979591836735
832,0.1,0.01,poly,3,0,0.7142857142857143
833,0.1,0.01,poly,3,1,0.7755102040816326
834,0.1,0.01,poly,3,2,0.7755102040816326
835,0.1,0.01,poly,3,3,0.7959183673469388
836,0.1,0.01,poly,4,0,0.7346938775510204
837,0.1,0.01,poly,4,1,0.7755102040816326
838,0.1,0.01,poly,4,2,0.7959183673469388
839,0.1,0.01,poly,4,3,0.7959183673469388
840,0.1,0.01,rbf,0,0,0.7346938775510204
841,0.1,0.01,rbf,0,1,0.7346938775510204
842,0.1,0.01,rbf,0,2,0.7346938775510204
843,0.1,0.01,rbf,0,3,0.7346938775510204
844,0.1,0.01,rbf,1,0,0.7346938775510204
845,0.1,0.01,rbf,1,1,0.7346938775510204
846,0.1,0.01,rbf,1,2,0.7346938775510204
847,0.1,0.01,rbf,1,3,0.7346938775510204
848,0.1,0.01,rbf,2,0,0.7346938775510204
849,0.1,0.01,rbf,2,1,0.7346938775510204
850,0.1,0.01,rbf,2,2,0.7346938775510204
851,0.1,0.01,rbf,2,3,0.7346938775510204
852,0.1,0.01,rbf,3,0,0.7346938775510204
853,0.1,0.01,rbf,3,1,0.7346938775510204
854,0.1,0.01,rbf,3,2,0.7346938775510204
855,0.1,0.01,rbf,3,3,0.7346938775510204
856,0.1,0.01,rbf,4,0,0.7346938775510204
857,0.1,0.01,rbf,4,1,0.7346938775510204
858,0.1,0.01,rbf,4,2,0.7346938775510204
859,0.1,0.01,rbf,4,3,0.7346938775510204
860,0.1,0.01,sigmoid,0,0,0.6632653061224489
861,0.1,0.01,sigmoid,0,1,0.6632653061224489
862,0.1,0.01,sigmoid,0,2,0.6632653061224489
863,0.1,0.01,sigmoid,0,3,0.6632653061224489
864,0.1,0.01,sigmoid,1,0,0.6632653061224489
865,0.1,0.01,sigmoid,1,1,0.6632653061224489
866,0.1,0.01,sigmoid,1,2,0.6632653061224489
867,0.1,0.01,sigmoid,1,3,0.6632653061224489
868,0.1,0.01,sigmoid,2,0,0.6632653061224489
869,0.1,0.01,sigmoid,2,1,0.6632653061224489
870,0.1,0.01,sigmoid,2,2,0.6632653061224489
871,0.1,0.01,sigmoid,2,3,0.6632653061224489
872,0.1,0.01,sigmoid,3,0,0.6632653061224489
873,0.1,0.01,sigmoid,3,1,0.6632653061224489
874,0.1,0.01,sigmoid,3,2,0.6632653061224489
875,0.1,0.01,sigmoid,3,3,0.6632653061224489
876,0.1,0.01,sigmoid,4,0,0.6632653061224489
877,0.1,0.01,sigmoid,4,1,0.6632653061224489
878,0.1,0.01,sigmoid,4,2,0.6632653061224489
879,0.1,0.01,sigmoid,4,3,0.6632653061224489
880,0.1,0.05,linear,0,0,0.7346938775510204
881,0.1,0.05,linear,0,1,0.7346938775510204
882,0.1,0.05,linear,0,2,0.7346938775510204
883,0.1,0.05,linear,0,3,0.7346938775510204
884,0.1,0.05,linear,1,0,0.7346938775510204
885,0.1,0.05,linear,1,1,0.7346938775510204
886,0.1,0.05,linear,1,2,0.7346938775510204
887,0.1,0.05,linear,1,3,0.7346938775510204
888,0.1,0.05,linear,2,0,0.7346938775510204
889,0.1,0.05,linear,2,1,0.7346938775510204
890,0.1,0.05,linear,2,2,0.7346938775510204
891,0.1,0.05,linear,2,3,0.7346938775510204
892,0.1,0.05,linear,3,0,0.7346938775510204
893,0.1,0.05,linear,3,1,0.7346938775510204
894,0.1,0.05,linear,3,2,0.7346938775510204
895,0.1,0.05,linear,3,3,0.7346938775510204
896,0.1,0.05,linear,4,0,0.7346938775510204
897,0.1,0.05,linear,4,1,0.7346938775510204
898,0.1,0.05,linear,4,2,0.7346938775510204
899,0.1,0.05,linear,4,3,0.7346938775510204
900,0.1,0.05,poly,0,0,0.6632653061224489
901,0.1,0.05,poly,0,1,0.6632653061224489
902,0.1,0.05,poly,0,2,0.6632653061224489
903,0.1,0.05,poly,0,3,0.6632653061224489
904,0.1,0.05,poly,1,0,0.7244897959183674
905,0.1,0.05,poly,1,1,0.7244897959183674
906,0.1,0.05,poly,1,2,0.7244897959183674
907,0.1,0.05,poly,1,3,0.7244897959183674
908,0.1,0.05,poly,2,0,0.7244897959183674
909,0.1,0.05,poly,2,1,0.7448979591836735
910,0.1,0.05,poly,2,2,0.7448979591836735
911,0.1,0.05,poly,2,3,0.7448979591836735
912,0.1,0.05,poly,3,0,0.7346938775510204
913,0.1,0.05,poly,3,1,0.7755102040816326
914,0.1,0.05,poly,3,2,0.7755102040816326
915,0.1,0.05,poly,3,3,0.8061224489795918
916,0.1,0.05,poly,4,0,0.7346938775510204
917,0.1,0.05,poly,4,1,0.7755102040816326
918,0.1,0.05,poly,4,2,0.7959183673469388
919,0.1,0.05,poly,4,3,0.7959183673469388
920,0.1,0.05,rbf,0,0,0.7346938775510204
921,0.1,0.05,rbf,0,1,0.7346938775510204
922,0.1,0.05,rbf,0,2,0.7346938775510204
923,0.1,0.05,rbf,0,3,0.7346938775510204
924,0.1,0.05,rbf,1,0,0.7346938775510204
925,0.1,0.05,rbf,1,1,0.7346938775510204
926,0.1,0.05,rbf,1,2,0.7346938775510204
927,0.1,0.05,rbf,1,3,0.7346938775510204
928,0.1,0.05,rbf,2,0,0.7346938775510204
929,0.1,0.05,rbf,2,1,0.7346938775510204
930,0.1,0.05,rbf,2,2,0.7346938775510204
931,0.1,0.05,rbf,2,3,0.7346938775510204
932,0.1,0.05,rbf,3,0,0.7346938775510204
933,0.1,0.05,rbf,3,1,0.7346938775510204
934,0.1,0.05,rbf,3,2,0.7346938775510204
935,0.1,0.05,rbf,3,3,0.7346938775510204
936,0.1,0.05,rbf,4,0,0.7346938775510204
937,0.1,0.05,rbf,4,1,0.7346938775510204
938,0.1,0.05,rbf,4,2,0.7346938775510204
939,0.1,0.05,rbf,4,3,0.7346938775510204
940,0.1,0.05,sigmoid,0,0,0.6632653061224489
941,0.1,0.05,sigmoid,0,1,0.6632653061224489
942,0.1,0.05,sigmoid,0,2,0.6632653061224489
943,0.1,0.05,sigmoid,0,3,0.6632653061224489
944,0.1,0.05,sigmoid,1,0,0.6632653061224489
945,0.1,0.05,sigmoid,1,1,0.6632653061224489
946,0.1,0.05,sigmoid,1,2,0.6632653061224489
947,0.1,0.05,sigmoid,1,3,0.6632653061224489
948,0.1,0.05,sigmoid,2,0,0.6632653061224489
949,0.1,0.05,sigmoid,2,1,0.6632653061224489
950,0.1,0.05,sigmoid,2,2,0.6632653061224489
951,0.1,0.05,sigmoid,2,3,0.6632653061224489
952,0.1,0.05,sigmoid,3,0,0.6632653061224489
953,0.1,0.05,sigmoid,3,1,0.6632653061224489
954,0.1,0.05,sigmoid,3,2,0.6632653061224489
955,0.1,0.05,sigmoid,3,3,0.6632653061224489
956,0.1,0.05,sigmoid,4,0,0.6632653061224489
957,0.1,0.05,sigmoid,4,1,0.6632653061224489
958,0.1,0.05,sigmoid,4,2,0.6632653061224489
959,0.1,0.05,sigmoid,4,3,0.6632653061224489
960,0.1,0.1,linear,0,0,0.7346938775510204
961,0.1,0.1,linear,0,1,0.7346938775510204
962,0.1,0.1,linear,0,2,0.7346938775510204
963,0.1,0.1,linear,0,3,0.7346938775510204
964,0.1,0.1,linear,1,0,0.7346938775510204
965,0.1,0.1,linear,1,1,0.7346938775510204
966,0.1,0.1,linear,1,2,0.7346938775510204
967,0.1,0.1,linear,1,3,0.7346938775510204
968,0.1,0.1,linear,2,0,0.7346938775510204
969,0.1,0.1,linear,2,1,0.7346938775510204
970,0.1,0.1,linear,2,2,0.7346938775510204
971,0.1,0.1,linear,2,3,0.7346938775510204
972,0.1,0.1,linear,3,0,0.7346938775510204
973,0.1,0.1,linear,3,1,0.7346938775510204
974,0.1,0.1,linear,3,2,0.7346938775510204
975,0.1,0.1,linear,3,3,0.7346938775510204
976,0.1,0.1,linear,4,0,0.7346938775510204
977,0.1,0.1,linear,4,1,0.7346938775510204
978,0.1,0.1,linear,4,2,0.7346938775510204
979,0.1,0.1,linear,4,3,0.7346938775510204
980,0.1,0.1,poly,0,0,0.6632653061224489
981,0.1,0.1,poly,0,1,0.6632653061224489
982,0.1,0.1,poly,0,2,0.6632653061224489
983,0.1,0.1,poly,0,3,0.6632653061224489
984,0.1,0.1,poly,1,0,0.7244897959183674
985,0.1,0.1,poly,1,1,0.7244897959183674
986,0.1,0.1,poly,1,2,0.7244897959183674
987,0.1,0.1,poly,1,3,0.7244897959183674
988,0.1,0.1,poly,2,0,0.7244897959183674
989,0.1,0.1,poly,2,1,0.7448979591836735
990,0.1,0.1,poly,2,2,0.7448979591836735
991,0.1,0.1,poly,2,3,0.7551020408163265
992,0.1,0.1,poly,3,0,0.7346938775510204
993,0.1,0.1,poly,3,1,0.7755102040816326
994,0.1,0.1,poly,3,2,0.7755102040816326
995,0.1,0.1,poly,3,3,0.8163265306122449
996,0.1,0.1,poly,4,0,0.7346938775510204
997,0.1,0.1,poly,4,1,0.7653061224489796
998,0.1,0.1,poly,4,2,0.7959183673469388
999,0.1,0.1,poly,4,3,0.7959183673469388
1000,0.1,0.1,rbf,0,0,0.7244897959183674
1001,0.1,0.1,rbf,0,1,0.7244897959183674
1002,0.1,0.1,rbf,0,2,0.7244897959183674
1003,0.1,0.1,rbf,0,3,0.7244897959183674
1004,0.1,0.1,rbf,1,0,0.7244897959183674
1005,0.1,0.1,rbf,1,1,0.7244897959183674
1006,0.1,0.1,rbf,1,2,0.7244897959183674
1007,0.1,0.1,rbf,1,3,0.7244897959183674
1008,0.1,0.1,rbf,2,0,0.7244897959183674
1009,0.1,0.1,rbf,2,1,0.7244897959183674
1010,0.1,0.1,rbf,2,2,0.7244897959183674
1011,0.1,0.1,rbf,2,3,0.7244897959183674
1012,0.1,0.1,rbf,3,0,0.7244897959183674
1013,0.1,0.1,rbf,3,1,0.7244897959183674
1014,0.1,0.1,rbf,3,2,0.7244897959183674
1015,0.1,0.1,rbf,3,3,0.7244897959183674
1016,0.1,0.1,rbf,4,0,0.7244897959183674
1017,0.1,0.1,rbf,4,1,0.7244897959183674
1018,0.1,0.1,rbf,4,2,0.7244897959183674
1019,0.1,0.1,rbf,4,3,0.7244897959183674
1020,0.1,0.1,sigmoid,0,0,0.6632653061224489
1021,0.1,0.1,sigmoid,0,1,0.6632653061224489
1022,0.1,0.1,sigmoid,0,2,0.6632653061224489
1023,0.1,0.1,sigmoid,0,3,0.6632653061224489
1024,0.1,0.1,sigmoid,1,0,0.6632653061224489
1025,0.1,0.1,sigmoid,1,1,0.6632653061224489
1026,0.1,0.1,sigmoid,1,2,0.6632653061224489
1027,0.1,0.1,sigmoid,1,3,0.6632653061224489
1028,0.1,0.1,sigmoid,2,0,0.6632653061224489
1029,0.1,0.1,sigmoid,2,1,0.6632653061224489
1030,0.1,0.1,sigmoid,2,2,0.6632653061224489
1031,0.1,0.1,sigmoid,2,3,0.6632653061224489
1032,0.1,0.1,sigmoid,3,0,0.6632653061224489
