term,freq,idf,logidf
1683,1,834.0,6.72623340236
1685,1,834.0,6.72623340236
artistic,9,92.6666666667,4.52900882502
1687,1,834.0,6.72623340236
fashions,1,834.0,6.72623340236
1689,1,834.0,6.72623340236
1688,1,834.0,6.72623340236
cheyenne,1,834.0,6.72623340236
bulletin,2,417.0,6.0330862218
wording,1,834.0,6.72623340236
desertscape,1,834.0,6.72623340236
golf,2,417.0,6.0330862218
gold,23,36.2608695652,3.59073918643
cashpoint,1,834.0,6.72623340236
reuel,1,834.0,6.72623340236
spirochete,1,834.0,6.72623340236
repub,1,834.0,6.72623340236
moroccan,1,834.0,6.72623340236
evaporation,1,834.0,6.72623340236
noam,1,834.0,6.72623340236
parochial,2,417.0,6.0330862218
freight,3,278.0,5.62762111369
cubaowww,1,834.0,6.72623340236
entity,8,104.25,4.64679186068
defender,4,208.5,5.33993904124
degraded,1,834.0,6.72623340236
inconveniences,1,834.0,6.72623340236
proboscidea,1,834.0,6.72623340236
occupation,9,92.6666666667,4.52900882502
impact,14,59.5714285714,4.08717607274
indicator,1,834.0,6.72623340236
penaeidae,1,834.0,6.72623340236
920009,1,834.0,6.72623340236
laurence,2,417.0,6.0330862218
writes,3,278.0,5.62762111369
writer,24,34.75,3.54817957201
lightspeed,1,834.0,6.72623340236
taxa,1,834.0,6.72623340236
enzyme,1,834.0,6.72623340236
wayne,3,278.0,5.62762111369
subduction,1,834.0,6.72623340236
factor,1,834.0,6.72623340236
bernstein,3,278.0,5.62762111369
battleship,3,278.0,5.62762111369
1462,1,834.0,6.72623340236
ordained,2,417.0,6.0330862218
chiefdoms,3,278.0,5.62762111369
lombard,1,834.0,6.72623340236
uncontested,1,834.0,6.72623340236
artemidoros,1,834.0,6.72623340236
occuring,1,834.0,6.72623340236
toby,2,417.0,6.0330862218
adventurers,1,834.0,6.72623340236
srivijaya,1,834.0,6.72623340236
denticles,1,834.0,6.72623340236
hinterrhein,1,834.0,6.72623340236
kershaw,1,834.0,6.72623340236
remedy,1,834.0,6.72623340236
interviews,2,417.0,6.0330862218
preparing,2,417.0,6.0330862218
allergen,1,834.0,6.72623340236
compass,2,417.0,6.0330862218
populousheritage,1,834.0,6.72623340236
noaa,2,417.0,6.0330862218
sunni,2,417.0,6.0330862218
untreated,1,834.0,6.72623340236
enemy,6,139.0,4.93447393313
progressive,9,92.6666666667,4.52900882502
tumors,2,417.0,6.0330862218
kharkov,1,834.0,6.72623340236
2006innovationsindex,1,834.0,6.72623340236
proclaim,2,417.0,6.0330862218
banking,7,119.142857143,4.7803232533
croatia,5,166.8,5.11679548992
sassanids,1,834.0,6.72623340236
enigma,1,834.0,6.72623340236
cease,1,834.0,6.72623340236
kazakhs,1,834.0,6.72623340236
arya,1,834.0,6.72623340236
coward,1,834.0,6.72623340236
approaching,1,834.0,6.72623340236
bulky,1,834.0,6.72623340236
troyes,1,834.0,6.72623340236
319,3,278.0,5.62762111369
318,3,278.0,5.62762111369
ganesha,1,834.0,6.72623340236
ser,1,834.0,6.72623340236
creator,4,208.5,5.33993904124
313,2,417.0,6.0330862218
312,5,166.8,5.11679548992
311,6,139.0,4.93447393313
activists,2,417.0,6.0330862218
astrometry,1,834.0,6.72623340236
316,5,166.8,5.11679548992
315,4,208.5,5.33993904124
314,8,104.25,4.64679186068
collectively,8,104.25,4.64679186068
see,119,7.00840336134,1.94710990925
professional,31,26.9032258065,3.29224619787
sec,1,834.0,6.72623340236
migration,8,104.25,4.64679186068
sea,102,8.17647058824,2.10126058907
sen,1,834.0,6.72623340236
sem,1,834.0,6.72623340236
geologic,1,834.0,6.72623340236
branson,1,834.0,6.72623340236
outward,1,834.0,6.72623340236
analog,1,834.0,6.72623340236
sequences,2,417.0,6.0330862218
shower,1,834.0,6.72623340236
governmentframe,1,834.0,6.72623340236
spirits,2,417.0,6.0330862218
scotustoobin,1,834.0,6.72623340236
guinea,9,92.6666666667,4.52900882502
currently,39,21.3846153846,3.06267175623
performer,3,278.0,5.62762111369
dipole,1,834.0,6.72623340236
fission,2,417.0,6.0330862218
sorbian,1,834.0,6.72623340236
taming,1,834.0,6.72623340236
rulership,1,834.0,6.72623340236
captured,12,69.5,4.24132675257
lei,1,834.0,6.72623340236
gatineau,1,834.0,6.72623340236
acidic,2,417.0,6.0330862218
rite,2,417.0,6.0330862218
avoidance,1,834.0,6.72623340236
441,1,834.0,6.72623340236
15th,16,52.125,3.95364468012
knowing,1,834.0,6.72623340236
milder,1,834.0,6.72623340236
440,4,208.5,5.33993904124
archduke,1,834.0,6.72623340236
announcement,2,417.0,6.0330862218
targeted,2,417.0,6.0330862218
qashqai,1,834.0,6.72623340236
кыргызстан,1,834.0,6.72623340236
brewing,1,834.0,6.72623340236
subject,27,30.8888888889,3.43039653635
punch,1,834.0,6.72623340236
peacetime,2,417.0,6.0330862218
대한민국,1,834.0,6.72623340236
incident,3,278.0,5.62762111369
death,60,13.9,2.63188884014
selectively,1,834.0,6.72623340236
jointly,1,834.0,6.72623340236
wielded,1,834.0,6.72623340236
aggie,1,834.0,6.72623340236
shaivites,1,834.0,6.72623340236
repression,2,417.0,6.0330862218
pagan,3,278.0,5.62762111369
observer,3,278.0,5.62762111369
legislature,8,104.25,4.64679186068
mahāyāna,2,417.0,6.0330862218
cryptic,1,834.0,6.72623340236
last,68,12.2647058824,2.50672569718
greekpomeroy,1,834.0,6.72623340236
propædia,1,834.0,6.72623340236
thou,1,834.0,6.72623340236
gallardón,1,834.0,6.72623340236
barely,2,417.0,6.0330862218
tainos,1,834.0,6.72623340236
毛澤東,1,834.0,6.72623340236
konstantinov,1,834.0,6.72623340236
thom,1,834.0,6.72623340236
connection,9,92.6666666667,4.52900882502
thon,1,834.0,6.72623340236
acquisition,3,278.0,5.62762111369
ukrcensus,1,834.0,6.72623340236
pdf,12,69.5,4.24132675257
approve,1,834.0,6.72623340236
messiah,2,417.0,6.0330862218
0411030358nov03,1,834.0,6.72623340236
freising,1,834.0,6.72623340236
ornithopods,1,834.0,6.72623340236
processes,8,104.25,4.64679186068
2299,1,834.0,6.72623340236
volcanic,5,166.8,5.11679548992
majesty,1,834.0,6.72623340236
bell,3,278.0,5.62762111369
03,9,92.6666666667,4.52900882502
acted,2,417.0,6.0330862218
northeastern,18,46.3333333333,3.83586164446
τρωίλος,1,834.0,6.72623340236
corresponds,3,278.0,5.62762111369
leon,1,834.0,6.72623340236
rosa,2,417.0,6.0330862218
dimensional,2,417.0,6.0330862218
unicellular,1,834.0,6.72623340236
adjoining,1,834.0,6.72623340236
adaptation,6,139.0,4.93447393313
contemporaneous,1,834.0,6.72623340236
sammy,1,834.0,6.72623340236
improvement,2,417.0,6.0330862218
volumes,4,208.5,5.33993904124
belt,8,104.25,4.64679186068
wargs,1,834.0,6.72623340236
devil,3,278.0,5.62762111369
publishing,14,59.5714285714,4.08717607274
lizards,1,834.0,6.72623340236
gatherer,1,834.0,6.72623340236
dangun,1,834.0,6.72623340236
satire,2,417.0,6.0330862218
chromosomes,1,834.0,6.72623340236
convicted,2,417.0,6.0330862218
suburbs,5,166.8,5.11679548992
proprietor,1,834.0,6.72623340236
mwene,1,834.0,6.72623340236
extravagant,1,834.0,6.72623340236
shoh,1,834.0,6.72623340236
develo,1,834.0,6.72623340236
faulkner,2,417.0,6.0330862218
sizwe,1,834.0,6.72623340236
mercantilism,1,834.0,6.72623340236
bartleby,1,834.0,6.72623340236
combatants,3,278.0,5.62762111369
bakery,1,834.0,6.72623340236
champion,8,104.25,4.64679186068
fire,10,83.4,4.42364830936
infect,3,278.0,5.62762111369
wheeler,2,417.0,6.0330862218
sentimentality,2,417.0,6.0330862218
amphibians,1,834.0,6.72623340236
clergymen,1,834.0,6.72623340236
fung,1,834.0,6.72623340236
races,8,104.25,4.64679186068
representative,10,83.4,4.42364830936
systematic,5,166.8,5.11679548992
receive,4,208.5,5.33993904124
spearheaded,1,834.0,6.72623340236
towns,16,52.125,3.95364468012
educ,1,834.0,6.72623340236
wheeled,1,834.0,6.72623340236
hingis,1,834.0,6.72623340236
bibleonline,1,834.0,6.72623340236
mla,1,834.0,6.72623340236
uncertain,4,208.5,5.33993904124
judicial,4,208.5,5.33993904124
straight,8,104.25,4.64679186068
expanded,19,43.8947368421,3.78179442319
mln,1,834.0,6.72623340236
budget,8,104.25,4.64679186068
greekcomlumbia,1,834.0,6.72623340236
sesame,1,834.0,6.72623340236
histon,1,834.0,6.72623340236
duran,1,834.0,6.72623340236
macleod,1,834.0,6.72623340236
error,1,834.0,6.72623340236
olmos,1,834.0,6.72623340236
nucleotides,1,834.0,6.72623340236
robin,1,834.0,6.72623340236
styles,19,43.8947368421,3.78179442319
sizeable,1,834.0,6.72623340236
bop,1,834.0,6.72623340236
arching,1,834.0,6.72623340236
lynette,1,834.0,6.72623340236
averaging,1,834.0,6.72623340236
von,4,208.5,5.33993904124
motors,1,834.0,6.72623340236
crepuscular,1,834.0,6.72623340236
transfusion,1,834.0,6.72623340236
36,14,59.5714285714,4.08717607274
kushite,1,834.0,6.72623340236
ugandadifferent,1,834.0,6.72623340236
35,11,75.8181818182,4.32833812956
triple,2,417.0,6.0330862218
campione,1,834.0,6.72623340236
meager,1,834.0,6.72623340236
tacoma,1,834.0,6.72623340236
vox,1,834.0,6.72623340236
renounced,1,834.0,6.72623340236
cuisine,4,208.5,5.33993904124
any,98,8.51020408163,2.14126592369
omnipotence,1,834.0,6.72623340236
tayrona,1,834.0,6.72623340236
fibers,2,417.0,6.0330862218
876,1,834.0,6.72623340236
877,1,834.0,6.72623340236
874,2,417.0,6.0330862218
resided,2,417.0,6.0330862218
nanosecond,1,834.0,6.72623340236
fallacies,1,834.0,6.72623340236
elevated,7,119.142857143,4.7803232533
871,1,834.0,6.72623340236
shorter,3,278.0,5.62762111369
rules,6,139.0,4.93447393313
marsilho,1,834.0,6.72623340236
virtually,6,139.0,4.93447393313
cayman,1,834.0,6.72623340236
foll,1,834.0,6.72623340236
resulting,25,33.36,3.50735757749
menelik,1,834.0,6.72623340236
05,3,278.0,5.62762111369
failure,4,208.5,5.33993904124
chesterton,1,834.0,6.72623340236
adequately,1,834.0,6.72623340236
commune,2,417.0,6.0330862218
yalta,1,834.0,6.72623340236
delhi,1,834.0,6.72623340236
displeased,1,834.0,6.72623340236
snail,1,834.0,6.72623340236
voraciously,1,834.0,6.72623340236
flooded,1,834.0,6.72623340236
comprehensive,3,278.0,5.62762111369
cigar,1,834.0,6.72623340236
epithet,3,278.0,5.62762111369
upbringing,1,834.0,6.72623340236
republiken,1,834.0,6.72623340236
monasticism,1,834.0,6.72623340236
ellipse,1,834.0,6.72623340236
levels,7,119.142857143,4.7803232533
leaps,2,417.0,6.0330862218
nouns,1,834.0,6.72623340236
civiliz,1,834.0,6.72623340236
copula,1,834.0,6.72623340236
chittorgarh,1,834.0,6.72623340236
fabrication,2,417.0,6.0330862218
focal,3,278.0,5.62762111369
euro,4,208.5,5.33993904124
leiria,1,834.0,6.72623340236
kno,1,834.0,6.72623340236
sinitic,1,834.0,6.72623340236
iweb,1,834.0,6.72623340236
earnest,1,834.0,6.72623340236
makes,16,52.125,3.95364468012
alleging,1,834.0,6.72623340236
thais,1,834.0,6.72623340236
elem,1,834.0,6.72623340236
densities,4,208.5,5.33993904124
person,28,29.7857142857,3.39402889218
approached,1,834.0,6.72623340236
lhomen,1,834.0,6.72623340236
regulating,1,834.0,6.72623340236
carolinas,1,834.0,6.72623340236
striations,1,834.0,6.72623340236
kelly,1,834.0,6.72623340236
62nd,1,834.0,6.72623340236
rockhampton,1,834.0,6.72623340236
prize,13,64.1538461538,4.1612840449
leone,1,834.0,6.72623340236
composed,20,41.7,3.7305011288
plagues,1,834.0,6.72623340236
rudolph,1,834.0,6.72623340236
astrochemist,1,834.0,6.72623340236
gesamtkunstwerk,1,834.0,6.72623340236
telegram,2,417.0,6.0330862218
buchanan,1,834.0,6.72623340236
boer,4,208.5,5.33993904124
befuddled,1,834.0,6.72623340236
suffolk,1,834.0,6.72623340236
abbreviation,8,104.25,4.64679186068
arrests,1,834.0,6.72623340236
hercules,1,834.0,6.72623340236
plagued,2,417.0,6.0330862218
using,34,24.5294117647,3.19987287774
339,1,834.0,6.72623340236
timur,1,834.0,6.72623340236
burghers,1,834.0,6.72623340236
launceston,1,834.0,6.72623340236
christendom,1,834.0,6.72623340236
readers,3,278.0,5.62762111369
offenses,1,834.0,6.72623340236
recipient,3,278.0,5.62762111369
orbs,1,834.0,6.72623340236
advertisements,1,834.0,6.72623340236
fitting,1,834.0,6.72623340236
caesarofficial,1,834.0,6.72623340236
rangers,1,834.0,6.72623340236
sputnik,2,417.0,6.0330862218
parents,14,59.5714285714,4.08717607274
screenless,1,834.0,6.72623340236
sydney,5,166.8,5.11679548992
0801480353,1,834.0,6.72623340236
slave,6,139.0,4.93447393313
reverted,1,834.0,6.72623340236
surprised,1,834.0,6.72623340236
harvesting,2,417.0,6.0330862218
1095,1,834.0,6.72623340236
indonesian,2,417.0,6.0330862218
australia,29,28.7586206897,3.35893757237
victims,5,166.8,5.11679548992
emergency,3,278.0,5.62762111369
1093,1,834.0,6.72623340236
331,2,417.0,6.0330862218
couple,1,834.0,6.72623340236
248mccafferty,1,834.0,6.72623340236
shwe,1,834.0,6.72623340236
findley,1,834.0,6.72623340236
bauder,1,834.0,6.72623340236
lungsod,1,834.0,6.72623340236
suffering,6,139.0,4.93447393313
quest,3,278.0,5.62762111369
hitters,2,417.0,6.0330862218
abound,1,834.0,6.72623340236
aerospace,5,166.8,5.11679548992
falcon,1,834.0,6.72623340236
emergence,5,166.8,5.11679548992
abduct,1,834.0,6.72623340236
upvi,1,834.0,6.72623340236
kirghizia,1,834.0,6.72623340236
richie,2,417.0,6.0330862218
tehsils,1,834.0,6.72623340236
oklahomans,1,834.0,6.72623340236
amadè,1,834.0,6.72623340236
imposed,2,417.0,6.0330862218
stylist,1,834.0,6.72623340236
bitola,1,834.0,6.72623340236
yielded,2,417.0,6.0330862218
aridity,1,834.0,6.72623340236
kremlin,1,834.0,6.72623340236
consensus,8,104.25,4.64679186068
communications,4,208.5,5.33993904124
continue,14,59.5714285714,4.08717607274
yields,2,417.0,6.0330862218
patrick,6,139.0,4.93447393313
ivan,1,834.0,6.72623340236
tribes,19,43.8947368421,3.78179442319
disorder,2,417.0,6.0330862218
alexandre,1,834.0,6.72623340236
militarism,2,417.0,6.0330862218
privately,7,119.142857143,4.7803232533
attica,1,834.0,6.72623340236
disdainfully,1,834.0,6.72623340236
historiographical,1,834.0,6.72623340236
methods,10,83.4,4.42364830936
7400,1,834.0,6.72623340236
senate,4,208.5,5.33993904124
spring,4,208.5,5.33993904124
1329,1,834.0,6.72623340236
bounce,1,834.0,6.72623340236
tríewþ,1,834.0,6.72623340236
guzmán,1,834.0,6.72623340236
oval,3,278.0,5.62762111369
barren,1,834.0,6.72623340236
palm,4,208.5,5.33993904124
b2,1,834.0,6.72623340236
facto,12,69.5,4.24132675257
sampa,1,834.0,6.72623340236
battalion,1,834.0,6.72623340236
pale,2,417.0,6.0330862218
sumitada,1,834.0,6.72623340236
ijn,1,834.0,6.72623340236
momentary,1,834.0,6.72623340236
prosecutes,1,834.0,6.72623340236
clockwise,2,417.0,6.0330862218
onion,1,834.0,6.72623340236
measurements,1,834.0,6.72623340236
satchel,1,834.0,6.72623340236
unspoiled,1,834.0,6.72623340236
gateway,6,139.0,4.93447393313
religion,40,20.85,3.03735394824
raising,2,417.0,6.0330862218
behave,1,834.0,6.72623340236
masculinity,1,834.0,6.72623340236
prosecuted,1,834.0,6.72623340236
assisted,1,834.0,6.72623340236
parisienne,1,834.0,6.72623340236
dating,19,43.8947368421,3.78179442319
seclusion,1,834.0,6.72623340236
muscat,1,834.0,6.72623340236
47th,1,834.0,6.72623340236
inserting,1,834.0,6.72623340236
be,256,3.2578125,1.18105595788
varying,13,64.1538461538,4.1612840449
omura,1,834.0,6.72623340236
kearns,1,834.0,6.72623340236
bc,43,19.3953488372,2.96503328667
performed,14,59.5714285714,4.08717607274
interpreters,1,834.0,6.72623340236
odor,1,834.0,6.72623340236
ħarb,1,834.0,6.72623340236
agreement,10,83.4,4.42364830936
maris,1,834.0,6.72623340236
bt,2,417.0,6.0330862218
bu,2,417.0,6.0330862218
bw,1,834.0,6.72623340236
wells,4,208.5,5.33993904124
santa,3,278.0,5.62762111369
bs,1,834.0,6.72623340236
barbar,1,834.0,6.72623340236
trotskyism,1,834.0,6.72623340236
carol,1,834.0,6.72623340236
chola,1,834.0,6.72623340236
by,666,1.25225225225,0.224943731818
scholasticism,1,834.0,6.72623340236
rhages,1,834.0,6.72623340236
wildlife,3,278.0,5.62762111369
cocibolca,1,834.0,6.72623340236
anything,4,208.5,5.33993904124
epochal,1,834.0,6.72623340236
martyrology,1,834.0,6.72623340236
violone,1,834.0,6.72623340236
boswash,1,834.0,6.72623340236
melbourne,5,166.8,5.11679548992
shajapur,1,834.0,6.72623340236
ruhr,1,834.0,6.72623340236
episcopacy,1,834.0,6.72623340236
stuart,4,208.5,5.33993904124
whilst,3,278.0,5.62762111369
peruvians,1,834.0,6.72623340236
approval,1,834.0,6.72623340236
inte,2,417.0,6.0330862218
repair,1,834.0,6.72623340236
hesiod,1,834.0,6.72623340236
computational,2,417.0,6.0330862218
clinton,4,208.5,5.33993904124
colorado,6,139.0,4.93447393313
terrorists,1,834.0,6.72623340236
stéphane,1,834.0,6.72623340236
hometown,1,834.0,6.72623340236
into,222,3.75675675676,1.32355602049
recreate,2,417.0,6.0330862218
integral,6,139.0,4.93447393313
montpelier,1,834.0,6.72623340236
pedagogical,1,834.0,6.72623340236
osama,1,834.0,6.72623340236
appropriate,4,208.5,5.33993904124
middleton,1,834.0,6.72623340236
controversies,1,834.0,6.72623340236
miðgarðr,1,834.0,6.72623340236
contributor,1,834.0,6.72623340236
வழ,1,834.0,6.72623340236
chirping,1,834.0,6.72623340236
dandy,1,834.0,6.72623340236
naddaf,1,834.0,6.72623340236
uncertainties,1,834.0,6.72623340236
criticisms,2,417.0,6.0330862218
gunga,1,834.0,6.72623340236
span,3,278.0,5.62762111369
ptolemy,2,417.0,6.0330862218
spending,4,208.5,5.33993904124
078728145x,1,834.0,6.72623340236
textual,2,417.0,6.0330862218
airship,1,834.0,6.72623340236
atheists,1,834.0,6.72623340236
crackdown,1,834.0,6.72623340236
paresev,1,834.0,6.72623340236
2001medianews,1,834.0,6.72623340236
posthumanist,1,834.0,6.72623340236
creosote,1,834.0,6.72623340236
napoleon,4,208.5,5.33993904124
rhetorical,1,834.0,6.72623340236
mounting,1,834.0,6.72623340236
opens,1,834.0,6.72623340236
marking,3,278.0,5.62762111369
blueprint,1,834.0,6.72623340236
considerably,4,208.5,5.33993904124
excavating,1,834.0,6.72623340236
elsewhere,7,119.142857143,4.7803232533
hawaiian,1,834.0,6.72623340236
waterfalls,2,417.0,6.0330862218
jewish,24,34.75,3.54817957201
poster,1,834.0,6.72623340236
atop,1,834.0,6.72623340236
tally,1,834.0,6.72623340236
trigonal,1,834.0,6.72623340236
echinoderms,1,834.0,6.72623340236
linn,2,417.0,6.0330862218
archaic,3,278.0,5.62762111369
doi,1,834.0,6.72623340236
life_and_style,1,834.0,6.72623340236
silvestris,1,834.0,6.72623340236
atol,1,834.0,6.72623340236
atom,3,278.0,5.62762111369
coldest,2,417.0,6.0330862218
line,33,25.2727272727,3.22972584089
stratotanker,1,834.0,6.72623340236
considerable,11,75.8181818182,4.32833812956
heinrich,1,834.0,6.72623340236
posted,3,278.0,5.62762111369
josiah,1,834.0,6.72623340236
cia,17,49.0588235294,3.8930200583
fdic,1,834.0,6.72623340236
canetti,1,834.0,6.72623340236
burrows,2,417.0,6.0330862218
up,84,9.92857142857,2.29541660352
us,32,26.0625,3.26049749956
ur,1,834.0,6.72623340236
um,1,834.0,6.72623340236
redeemer,1,834.0,6.72623340236
un,18,46.3333333333,3.83586164446
rakiura,1,834.0,6.72623340236
uh,1,834.0,6.72623340236
uk,23,36.2608695652,3.59073918643
cit,1,834.0,6.72623340236
continuously,5,166.8,5.11679548992
ud,1,834.0,6.72623340236
rostock,1,834.0,6.72623340236
marseille,1,834.0,6.72623340236
ua,2,417.0,6.0330862218
alarm,1,834.0,6.72623340236
hornet,1,834.0,6.72623340236
socially,5,166.8,5.11679548992
boomert,1,834.0,6.72623340236
natively,2,417.0,6.0330862218
nationalist,5,166.8,5.11679548992
chad,5,166.8,5.11679548992
oddity,1,834.0,6.72623340236
defined,39,21.3846153846,3.06267175623
likewise,4,208.5,5.33993904124
outpaced,1,834.0,6.72623340236
unsafe,1,834.0,6.72623340236
chao,1,834.0,6.72623340236
presided,2,417.0,6.0330862218
cham,1,834.0,6.72623340236
char,2,417.0,6.0330862218
andres,1,834.0,6.72623340236
diverse,36,23.1666666667,3.1427144639
chat,1,834.0,6.72623340236
nautical,1,834.0,6.72623340236
drusus,1,834.0,6.72623340236
vlife,1,834.0,6.72623340236
nationalism,7,119.142857143,4.7803232533
declaimed,1,834.0,6.72623340236
magna,1,834.0,6.72623340236
defines,5,166.8,5.11679548992
phantom,1,834.0,6.72623340236
iryanıco,1,834.0,6.72623340236
submersible,1,834.0,6.72623340236
codes,2,417.0,6.0330862218
caracas,1,834.0,6.72623340236
felis,1,834.0,6.72623340236
950,2,417.0,6.0330862218
953,1,834.0,6.72623340236
edwards,1,834.0,6.72623340236
954,1,834.0,6.72623340236
invalid,1,834.0,6.72623340236
956,1,834.0,6.72623340236
occasional,7,119.142857143,4.7803232533
conceptions,3,278.0,5.62762111369
actors,5,166.8,5.11679548992
petroleum,9,92.6666666667,4.52900882502
swirl,1,834.0,6.72623340236
freighter,1,834.0,6.72623340236
nöldeke,1,834.0,6.72623340236
reaso,1,834.0,6.72623340236
mandsaur,1,834.0,6.72623340236
lymphatic,1,834.0,6.72623340236
revision,2,417.0,6.0330862218
1858,4,208.5,5.33993904124
lucil,1,834.0,6.72623340236
elements,27,30.8888888889,3.43039653635
titles,23,36.2608695652,3.59073918643
energetic,1,834.0,6.72623340236
beginnings,6,139.0,4.93447393313
1859,4,208.5,5.33993904124
sided,2,417.0,6.0330862218
lovesong,1,834.0,6.72623340236
prosecution,1,834.0,6.72623340236
robots,2,417.0,6.0330862218
lucia,1,834.0,6.72623340236
lufthansa,1,834.0,6.72623340236
suppression,2,417.0,6.0330862218
caldera,1,834.0,6.72623340236
burghs,1,834.0,6.72623340236
nineteenth,15,55.6,4.01818320126
lang,1,834.0,6.72623340236
509,3,278.0,5.62762111369
lane,3,278.0,5.62762111369
land,101,8.25742574257,2.11111288552
fighter,4,208.5,5.33993904124
caillou,1,834.0,6.72623340236
trail,2,417.0,6.0330862218
scotch,1,834.0,6.72623340236
age,58,14.3793103448,2.66579039181
barkley,1,834.0,6.72623340236
holes,2,417.0,6.0330862218
sawyer,2,417.0,6.0330862218
feud,1,834.0,6.72623340236
starfighter,1,834.0,6.72623340236
coburg,1,834.0,6.72623340236
beverage,2,417.0,6.0330862218
hanish,1,834.0,6.72623340236
confederation,9,92.6666666667,4.52900882502
verdes,1,834.0,6.72623340236
walker,4,208.5,5.33993904124
fresh,8,104.25,4.64679186068
agu,1,834.0,6.72623340236
marvel,1,834.0,6.72623340236
having,47,17.7446808511,2.87608580065
essay,5,166.8,5.11679548992
monterey,1,834.0,6.72623340236
hampton,3,278.0,5.62762111369
code,12,69.5,4.24132675257
bichaw,1,834.0,6.72623340236
teach,5,166.8,5.11679548992
crustaceans,1,834.0,6.72623340236
ilsa,1,834.0,6.72623340236
melts,1,834.0,6.72623340236
1854,3,278.0,5.62762111369
broaden,1,834.0,6.72623340236
results,5,166.8,5.11679548992
existing,9,92.6666666667,4.52900882502
highways,2,417.0,6.0330862218
maastricht,1,834.0,6.72623340236
renown,3,278.0,5.62762111369
bvf,1,834.0,6.72623340236
broader,5,166.8,5.11679548992
endeavorrenfrew,1,834.0,6.72623340236
mohandās,1,834.0,6.72623340236
shrugged,1,834.0,6.72623340236
centers,16,52.125,3.95364468012
churned,1,834.0,6.72623340236
seemed,1,834.0,6.72623340236
innovativ,1,834.0,6.72623340236
detectives,1,834.0,6.72623340236
amalgamation,1,834.0,6.72623340236
turkish,9,92.6666666667,4.52900882502
iii,14,59.5714285714,4.08717607274
concerned,11,75.8181818182,4.32833812956
moorland,1,834.0,6.72623340236
young,30,27.8,3.3250360207
send,5,166.8,5.11679548992
musculoskeletal,1,834.0,6.72623340236
debunking,1,834.0,6.72623340236
citing,1,834.0,6.72623340236
rejoined,1,834.0,6.72623340236
contours,1,834.0,6.72623340236
hipster,1,834.0,6.72623340236
alternatively,3,278.0,5.62762111369
charity,3,278.0,5.62762111369
dancehall,1,834.0,6.72623340236
resources,20,41.7,3.7305011288
wearmouth,1,834.0,6.72623340236
pashto,3,278.0,5.62762111369
statics,1,834.0,6.72623340236
jurisdiction,2,417.0,6.0330862218
manipulates,2,417.0,6.0330862218
pangere,1,834.0,6.72623340236
tulsa,1,834.0,6.72623340236
teresa,1,834.0,6.72623340236
pinkard,1,834.0,6.72623340236
continues,19,43.8947368421,3.78179442319
nicarao,1,834.0,6.72623340236
languished,1,834.0,6.72623340236
magadha,1,834.0,6.72623340236
québec,1,834.0,6.72623340236
airness,1,834.0,6.72623340236
wipo,1,834.0,6.72623340236
mixing,1,834.0,6.72623340236
unrivalled,1,834.0,6.72623340236
colloquially,7,119.142857143,4.7803232533
ending,9,92.6666666667,4.52900882502
continued,20,41.7,3.7305011288
wipe,1,834.0,6.72623340236
categories,4,208.5,5.33993904124
tri,1,834.0,6.72623340236
northwestern,10,83.4,4.42364830936
magic,2,417.0,6.0330862218
archaeopteryx,1,834.0,6.72623340236
parthian,2,417.0,6.0330862218
transmission,4,208.5,5.33993904124
experiencing,6,139.0,4.93447393313
marry,1,834.0,6.72623340236
uncompetitive,1,834.0,6.72623340236
eve,3,278.0,5.62762111369
fewer,4,208.5,5.33993904124
try,1,834.0,6.72623340236
licklider,1,834.0,6.72623340236
race,11,75.8181818182,4.32833812956
lombards,1,834.0,6.72623340236
1667,1,834.0,6.72623340236
1666,1,834.0,6.72623340236
marri,1,834.0,6.72623340236
1664,1,834.0,6.72623340236
leonardo,3,278.0,5.62762111369
athlete,1,834.0,6.72623340236
lombardy,1,834.0,6.72623340236
1660,1,834.0,6.72623340236
591,2,417.0,6.0330862218
vortigaunts,1,834.0,6.72623340236
593,1,834.0,6.72623340236
592,1,834.0,6.72623340236
ulster,3,278.0,5.62762111369
597,3,278.0,5.62762111369
596,1,834.0,6.72623340236
mortalities,1,834.0,6.72623340236
598,3,278.0,5.62762111369
sexism,1,834.0,6.72623340236
mediterranean,21,39.7142857143,3.68171096464
biomass,3,278.0,5.62762111369
szlachta,1,834.0,6.72623340236
licensed,2,417.0,6.0330862218
crook,1,834.0,6.72623340236
imply,2,417.0,6.0330862218
consolidated,2,417.0,6.0330862218
video,6,139.0,4.93447393313
enclosed,2,417.0,6.0330862218
1810s,1,834.0,6.72623340236
munitions,1,834.0,6.72623340236
licenses,2,417.0,6.0330862218
wheat,2,417.0,6.0330862218
dynamics,4,208.5,5.33993904124
odd,1,834.0,6.72623340236
pris,1,834.0,6.72623340236
victor,3,278.0,5.62762111369
graduating,2,417.0,6.0330862218
index,12,69.5,4.24132675257
skylab,1,834.0,6.72623340236
pirrie,1,834.0,6.72623340236
apparatus,1,834.0,6.72623340236
champions,2,417.0,6.0330862218
cycle,8,104.25,4.64679186068
nannerl,1,834.0,6.72623340236
expressed,3,278.0,5.62762111369
hereditary,3,278.0,5.62762111369
richmond,4,208.5,5.33993904124
consistently,5,166.8,5.11679548992
indian,52,16.0384615385,2.77498968378
twins,1,834.0,6.72623340236
flowing,4,208.5,5.33993904124
1403,1,834.0,6.72623340236
